gene	gc	cpg_oe	n_cpg	n_conf	pct_conf
gene_MP001781	0.35369	0.66971	158	110	69.6203
gene_MP001829	0.42146	1.23061	41	37	90.2439
gene_MP001983	0.38668	0.57724	146	95	65.0685
gene_MP002013	0.34754	0.77059	82	0	0.0000
gene_MP002028	0.36435	0.79590	160	95	59.3750
gene_MP002042	0.46192	0.56679	60	48	80.0000
gene_MP002057	0.41655	0.59419	112	86	76.7857
gene_MP002198	0.35267	0.43571	20	19	95.0000
gene_MP002201	0.31836	0.92811	573	14	2.4433
gene_MP002218	0.33540	0.72058	72	48	66.6667
gene_MP002220	0.32353	1.02294	1259	0	0.0000
gene_MP002221	0.54992	0.78419	32	4	12.5000
gene_MP002226	0.35433	0.74559	153	0	0.0000
gene_MP002231	0.36517	0.47602	78	62	79.4872
gene_MP002235	0.36299	0.79931	45	0	0.0000
gene_MP002285	0.41944	0.36873	31	27	87.0968
gene_MP002297	0.44843	0.89522	30	6	20.0000
gene_MP002353	0.43685	0.77684	39	25	64.1026
gene_MP002356	0.36260	0.76721	38	21	55.2632
gene_MP002358	0.37926	0.68182	99	82	82.8283
gene_MP002362	0.33861	1.00392	774	0	0.0000
gene_MP002366	0.34564	0.82700	132	90	68.1818
gene_MP002371	0.36796	0.69581	56	0	0.0000
gene_MP002376	0.34225	0.55935	44	26	59.0909
gene_MP002387	0.34409	0.94482	2112	0	0.0000
gene_MP002396	0.32537	0.94894	879	0	0.0000
gene_MP002422	0.37553	1.04146	26	20	76.9231
gene_MP002450	0.33860	0.96477	1141	0	0.0000
gene_MP002453	0.38693	0.75146	421	354	84.0855
gene_MP002479	0.34629	0.64040	110	82	74.5455
gene_MP002547	0.37209	0.49617	86	70	81.3953
gene_MP002564	0.36118	0.41212	40	22	55.0000
gene_MP002574	0.38089	0.51942	87	59	67.8161
gene_MP002579	0.36062	0.73550	174	94	54.0230
gene_MP002581	0.37661	0.83195	261	223	85.4406
gene_MP002589	0.35386	0.87315	35	11	31.4286
gene_MP002658	0.36609	0.50361	82	33	40.2439
gene_MP002662	0.33882	0.93540	2260	0	0.0000
gene_MP002663	0.36246	0.68525	139	113	81.2950
gene_MP002664	0.40183	0.90978	56	45	80.3571
gene_MP002666	0.33133	0.88531	30	12	40.0000
gene_MP002667	0.35763	0.55122	56	0	0.0000
gene_MP002668	0.33128	1.01970	167	0	0.0000
gene_MP002732	0.44118	0.66405	34	0	0.0000
gene_MP002733	0.36789	0.48555	24	13	54.1667
gene_MP002738	0.38285	0.77209	27	0	0.0000
gene_MP002774	0.36464	0.75387	175	149	85.1429
gene_MP002775	0.34701	0.77575	25	13	52.0000
gene_MP002808	0.38068	0.75452	57	0	0.0000
gene_MP002833	0.37889	0.64701	71	50	70.4225
gene_MP002898	0.41198	1.11720	90	77	85.5556
gene_MP002911	0.40317	0.89462	145	106	73.1034
gene_MP002912	0.39506	0.66176	25	8	32.0000
gene_MP002917	0.34678	0.55966	32	20	62.5000
gene_MP002924	0.42095	0.68255	30	17	56.6667
gene_MP002941	0.35276	0.57068	46	28	60.8696
gene_MP002983	0.35593	0.79469	49	42	85.7143
gene_MP003068	0.37744	0.32606	25	13	52.0000
gene_MP003075	0.42462	1.34866	101	84	83.1683
gene_MP003076	0.34910	0.76893	46	38	82.6087
gene_MP003089	0.38475	0.58375	36	30	83.3333
gene_MP003153	0.35331	0.62009	279	176	63.0824
gene_MP003235	0.36296	0.97076	1526	135	8.8467
gene_MP003272	0.38538	0.45842	43	22	51.1628
gene_MP003274	0.36521	0.56513	88	55	62.5000
gene_MP003331	0.35921	0.84937	198	105	53.0303
gene_MP003338	0.35772	0.81657	27	17	62.9630
gene_MP003349	0.34139	1.05898	1850	0	0.0000
gene_MP003359	0.34913	0.59592	41	26	63.4146
gene_MP003361	0.39880	0.75245	65	38	58.4615
gene_MP003401	0.34941	0.50008	56	38	67.8571
gene_MP003449	0.50877	0.86791	48	0	0.0000
gene_MP003471	0.36718	0.74525	97	0	0.0000
gene_MP003475	0.44090	1.01289	106	97	91.5094
gene_MP003479	0.36448	0.77349	138	13	9.4203
gene_MP003529	0.35638	0.70083	31	13	41.9355
gene_MP003581	0.40351	0.78822	31	14	45.1613
gene_MP003584	0.35307	0.72910	61	46	75.4098
gene_MP003603	0.32198	0.98503	261	0	0.0000
gene_MP003633	0.40971	0.71746	295	180	61.0169
gene_MP003670	0.36799	0.74434	40	26	65.0000
gene_MP003678	0.35335	0.86703	134	0	0.0000
gene_MP003681	0.41477	1.07322	85	70	82.3529
gene_MP003710	0.35851	0.74359	137	66	48.1752
gene_MP003719	0.35225	0.57525	67	41	61.1940
gene_MP003720	0.37125	1.03991	78	65	83.3333
gene_MP003722	0.37044	0.83210	118	0	0.0000
gene_MP003726	0.34798	0.91341	135	0	0.0000
gene_MP003775	0.37143	0.72100	230	177	76.9565
gene_MP003790	0.40102	0.58709	34	30	88.2353
gene_MP003796	0.34955	0.50578	44	27	61.3636
gene_MP003809	0.38015	0.60631	141	117	82.9787
gene_MP003811	0.35235	0.64992	64	49	76.5625
gene_MP003814	0.36936	0.62918	43	33	76.7442
gene_MP003822	0.36360	0.69869	113	73	64.6018
gene_MP003843	0.40972	0.52145	63	29	46.0317
gene_MP003847	0.34989	0.55331	37	22	59.4595
gene_MP003869	0.35488	0.72384	65	48	73.8462
gene_MP003877	0.43300	0.64134	44	27	61.3636
gene_MP003880	0.42577	0.75314	23	0	0.0000
gene_MP003949	0.35529	0.86937	275	0	0.0000
gene_MP003986	0.36949	0.70143	56	53	94.6429
gene_MP004002	0.34325	1.01382	435	0	0.0000
gene_MP004003	0.36256	0.81418	148	0	0.0000
gene_MP004041	0.35819	0.87499	522	111	21.2644
gene_MP004042	0.39382	0.73603	335	189	56.4179
gene_MP004043	0.32897	0.88403	1652	0	0.0000
gene_MP004064	0.33867	0.51797	38	34	89.4737
gene_MP004065	0.39164	0.86462	30	29	96.6667
gene_MP004067	0.33885	0.72286	84	0	0.0000
gene_MP004087	0.40276	0.69789	90	73	81.1111
gene_MP004345	0.36287	0.79745	506	105	20.7510
gene_MP004359	0.34786	0.86894	176	3	1.7045
gene_MP004362	0.37073	0.76035	68	0	0.0000
gene_MP004363	0.39410	0.94027	402	5	1.2438
gene_MP004370	0.34150	0.50493	22	13	59.0909
gene_MP004372	0.38494	0.86740	180	108	60.0000
gene_MP004380	0.35987	0.68313	161	116	72.0497
gene_MP004381	0.36096	0.75377	691	80	11.5774
gene_MP004470	0.34512	0.87840	146	65	44.5205
gene_MP004482	0.40902	0.57527	32	20	62.5000
gene_MP004492	0.39321	0.96013	1082	0	0.0000
gene_MP004510	0.34684	0.47777	85	75	88.2353
gene_MP004519	0.46442	1.39827	20	0	0.0000
gene_MP004520	0.38854	0.92705	365	0	0.0000
gene_MP004795	0.45597	0.51011	33	28	84.8485
gene_MP004828	0.34089	0.79798	321	72	22.4299
gene_MP004901	0.37125	0.67554	37	0	0.0000
gene_MP004920	0.39570	0.59760	48	0	0.0000
gene_MP004956	0.34823	0.97720	5888	1	0.0170
gene_MP005036	0.32722	0.78070	287	189	65.8537
gene_MP005038	0.34981	0.86201	492	0	0.0000
gene_MP005050	0.37020	0.82252	469	106	22.6013
gene_MP005203	0.34677	0.85727	234	0	0.0000
gene_MP005320	0.38107	0.73239	64	48	75.0000
gene_MP005346	0.36117	0.41126	32	30	93.7500
gene_MP005347	0.33124	0.71018	271	97	35.7934
gene_MP005420	0.33330	0.94565	1820	0	0.0000
gene_MP005477	0.36826	0.81344	559	269	48.1216
gene_MP005486	0.33747	0.65495	61	37	60.6557
gene_MP005513	0.32829	0.50987	59	33	55.9322
gene_MP005522	0.39409	0.43563	20	20	100.0000
gene_MP005528	0.35349	0.43655	42	35	83.3333
gene_MP005532	0.37904	0.39920	39	34	87.1795
gene_MP005562	0.35560	0.64722	73	16	21.9178
gene_MP005608	0.36046	0.94546	1577	0	0.0000
gene_MP005632	0.41721	1.00568	60	59	98.3333
gene_MP005640	0.33192	0.66013	43	27	62.7907
gene_MP005663	0.38309	0.53112	65	59	90.7692
gene_MP005666	0.37752	0.49198	377	361	95.7560
gene_MP005671	0.35087	0.84155	99	68	68.6869
gene_MP005770	0.37161	1.12637	162	127	78.3951
gene_MP005775	0.37185	0.75858	182	118	64.8352
gene_MP005776	0.33230	0.52722	47	39	82.9787
gene_MP005868	0.34622	0.79826	221	0	0.0000
gene_MP006022	0.35946	0.57207	42	34	80.9524
gene_MP006044	0.34771	0.83474	301	0	0.0000
gene_MP006053	0.33703	0.95218	2455	0	0.0000
gene_MP006151	0.34929	0.79179	123	68	55.2846
gene_MP006228	0.37094	0.77667	81	47	58.0247
gene_MP006302	0.38262	1.13969	99	0	0.0000
gene_MP006335	0.33359	0.71921	85	61	71.7647
gene_MP006341	0.34831	0.91200	2175	0	0.0000
gene_MP006346	0.35923	0.97230	161	18	11.1801
gene_MP006350	0.33573	0.75040	740	259	35.0000
gene_MP006355	0.34831	0.91200	69	0	0.0000
gene_MP006356	0.38054	0.66075	356	44	12.3596
gene_MP006409	0.35559	0.43861	119	99	83.1933
gene_MP006477	0.36366	0.77306	123	81	65.8537
gene_MP006478	0.39683	0.68720	166	101	60.8434
gene_MP006480	0.34071	0.64878	346	57	16.4740
gene_MP006481	0.33434	0.83460	672	24	3.5714
gene_MP006483	0.32013	1.01915	1889	0	0.0000
gene_MP006485	0.34302	0.47280	38	15	39.4737
gene_MP006510	0.38846	0.50974	161	47	29.1925
gene_MP006515	0.35827	0.76308	22	8	36.3636
gene_MP006518	0.39211	0.95285	52	19	36.5385
gene_MP006526	0.34036	0.96135	3578	0	0.0000
gene_MP006528	0.36153	0.97317	615	116	18.8618
gene_MP006529	0.38844	0.52976	170	150	88.2353
gene_MP006533	0.39379	0.86733	139	125	89.9281
gene_MP006536	0.34534	0.92274	3299	44	1.3337
gene_MP006552	0.35141	0.44964	26	16	61.5385
gene_MP006565	0.34806	0.80951	832	0	0.0000
gene_MP006572	0.39332	0.96229	143	0	0.0000
gene_MP006595	0.37621	0.56291	34	21	61.7647
gene_MP006656	0.34446	0.47682	94	80	85.1064
gene_MP006675	0.32908	0.93597	447	0	0.0000
gene_MP006681	0.29242	1.25316	32	0	0.0000
gene_MP006913	0.34852	0.79424	333	52	15.6156
gene_MP006928	0.35714	1.00343	98	63	64.2857
gene_MP006955	0.37239	0.71686	227	155	68.2819
gene_MP006975	0.39613	0.83362	221	194	87.7828
gene_MP007009	0.43991	0.69120	25	0	0.0000
gene_MP007022	0.43746	0.62525	24	0	0.0000
gene_MP007050	0.35848	0.70304	350	176	50.2857
gene_MP007066	0.38708	0.73402	121	0	0.0000
gene_MP007099	0.41219	0.75138	672	640	95.2381
gene_MP007122	0.36316	0.88140	246	0	0.0000
gene_MP007155	0.36317	0.66381	423	394	93.1442
gene_MP007177	0.39712	0.89571	54	44	81.4815
gene_MP007277	0.38708	0.73402	93	0	0.0000
gene_MP007896	0.39934	0.75952	24	0	0.0000
gene_MP007980	0.34817	0.79731	644	56	8.6957
gene_MP008094	0.36435	0.42095	21	14	66.6667
gene_MP008305	0.43404	0.73015	28	0	0.0000
gene_MP008306	0.43303	0.72385	23	0	0.0000
gene_MP008311	0.43202	0.71616	28	0	0.0000
gene_MP008339	0.32440	1.02755	986	0	0.0000
gene_MP008347	0.39904	0.91289	331	269	81.2689
gene_MP008349	0.37682	0.52181	50	42	84.0000
gene_MP008356	0.39968	0.83811	77	41	53.2468
gene_MP008436	0.34498	0.93396	1797	64	3.5615
gene_MP008455	0.36809	0.63890	37	0	0.0000
gene_MP008458	0.32936	0.97038	864	34	3.9352
gene_MP008479	0.34054	0.51037	69	33	47.8261
gene_MP008480	0.35728	0.85150	73	31	42.4658
gene_MP008481	0.33703	0.95218	222	0	0.0000
gene_MP008485	0.37182	0.67630	410	356	86.8293
gene_MP008488	0.39638	0.90020	26	7	26.9231
gene_MP008489	0.37045	0.85407	150	111	74.0000
gene_MP008490	0.35668	0.88972	449	2	0.4454
gene_MP008491	0.35025	0.93659	1027	27	2.6290
gene_MP008492	0.33703	0.95218	162	0	0.0000
gene_MP008493	0.31857	0.92768	125	0	0.0000
gene_MP008498	0.34264	0.78700	174	0	0.0000
gene_MP008499	0.43442	0.48137	87	61	70.1149
gene_MP008501	0.34847	0.98267	919	0	0.0000
gene_MP008502	0.31857	0.92768	1241	0	0.0000
gene_MP008503	0.34785	0.86719	410	313	76.3415
gene_MP008504	0.44032	0.71648	109	0	0.0000
gene_MP008511	0.37616	0.81551	172	117	68.0233
gene_MP008542	0.35798	0.58989	51	41	80.3922
gene_MP008562	0.33881	0.61311	144	111	77.0833
gene_MP008569	0.37062	0.59967	72	53	73.6111
gene_MP008614	0.35217	0.66540	191	156	81.6754
gene_MP008616	0.38456	0.86004	22	13	59.0909
gene_MP008629	0.34166	0.78303	952	322	33.8235
gene_MP008701	0.36384	0.63818	38	12	31.5789
gene_MP008703	0.35313	0.41478	67	32	47.7612
gene_MP008705	0.40114	0.80630	328	245	74.6951
gene_MP008706	0.31819	0.84872	35	17	48.5714
gene_MP008709	0.33033	0.55534	57	28	49.1228
gene_MP008711	0.39899	0.45626	86	81	94.1860
gene_MP008720	0.31819	0.84872	496	30	6.0484
gene_MP008729	0.37911	0.90885	201	24	11.9403
gene_MP008800	0.34374	0.60979	212	91	42.9245
gene_MP008814	0.39910	0.66225	311	210	67.5241
gene_MP008874	0.35054	0.90479	762	15	1.9685
gene_MP008886	0.35050	0.82380	285	4	1.4035
gene_MP008890	0.34749	0.55283	24	22	91.6667
gene_MP008901	0.32569	0.58919	34	22	64.7059
gene_MP008904	0.34405	0.74324	30	27	90.0000
gene_MP008907	0.40583	0.52004	74	63	85.1351
gene_MP008924	0.45799	0.69631	33	0	0.0000
gene_MP008930	0.45497	0.71022	32	0	0.0000
gene_MP008945	0.35645	0.66174	30	14	46.6667
gene_MP008957	0.38507	0.44575	196	152	77.5510
gene_MP009048	0.34852	0.79424	633	191	30.1738
gene_MP009680	0.34911	0.87480	1440	0	0.0000
gene_MP009796	0.33027	0.67694	49	33	67.3469
gene_MP009825	0.36667	0.65812	43	36	83.7209
gene_MP010075	0.44535	0.52155	28	0	0.0000
gene_MP010094	0.32692	0.88081	316	0	0.0000
gene_MP010099	0.38081	0.53446	427	402	94.1452
gene_MP010108	0.34754	0.53391	44	34	77.2727
gene_MP010121	0.35092	0.48021	58	30	51.7241
gene_MP010178	0.33603	0.74780	88	31	35.2273
gene_MP010233	0.41200	0.50412	118	30	25.4237
gene_MP010292	0.44989	0.52091	79	68	86.0759
gene_MP010384	0.33359	0.71921	206	0	0.0000
gene_MP010389	0.34564	0.82700	566	139	24.5583
gene_MP010392	0.47187	0.52986	35	0	0.0000
gene_MP010394	0.42015	0.71347	159	139	87.4214
gene_MP010405	0.33262	0.83799	76	55	72.3684
gene_MP010406	0.33222	0.84675	368	0	0.0000
gene_MP010420	0.41952	0.88712	160	136	85.0000
gene_MP010469	0.36887	0.80470	64	14	21.8750
gene_MP010497	0.32796	1.03355	1129	0	0.0000
gene_MP010526	0.41368	0.82394	20	0	0.0000
gene_MP010527	0.47420	0.67926	27	0	0.0000
gene_MP010560	0.33646	0.82475	147	7	4.7619
gene_MP010587	0.36872	0.87417	129	0	0.0000
gene_MP010590	0.33629	0.49392	32	24	75.0000
gene_MP010606	0.39739	0.76286	83	58	69.8795
gene_MP010690	0.41234	0.52447	59	43	72.8814
gene_MP010709	0.35701	0.87874	61	51	83.6066
gene_MP010740	0.36030	0.72853	138	102	73.9130
gene_MP010760	0.36868	0.78084	164	162	98.7805
gene_MP010768	0.36170	0.63901	42	29	69.0476
gene_MP010777	0.31509	0.80571	334	0	0.0000
gene_MP010778	0.33304	0.59096	55	48	87.2727
gene_MP010783	0.39533	0.66211	41	27	65.8537
gene_MP010796	0.38337	0.55343	54	37	68.5185
gene_MP010884	0.37931	0.48742	24	16	66.6667
gene_MP010934	0.36391	0.76004	89	0	0.0000
gene_MP010948	0.34152	0.89674	98	0	0.0000
gene_MP011009	0.34057	0.67139	53	39	73.5849
gene_MP011015	0.44141	0.61340	39	22	56.4103
gene_MP011023	0.33415	0.72664	63	1	1.5873
gene_MP011091	0.54406	0.53080	41	26	63.4146
gene_MP011141	0.51649	0.72493	67	30	44.7761
gene_MP011178	0.32755	0.83000	114	96	84.2105
gene_MP011183	0.35171	0.60407	111	89	80.1802
gene_MP011185	0.40073	0.65095	26	20	76.9231
gene_MP011207	0.33615	0.56973	135	86	63.7037
gene_MP011215	0.37298	0.64740	204	174	85.2941
gene_MP011238	0.34427	0.82760	194	0	0.0000
gene_MP011250	0.37704	0.91410	437	386	88.3295
gene_MP011253	0.47460	0.30852	28	21	75.0000
gene_MP011325	0.36501	0.86515	1335	840	62.9213
gene_MP011340	0.39719	0.76524	36	16	44.4444
gene_MP011415	0.34742	0.36647	21	10	47.6190
gene_MP011475	0.35841	0.93634	1229	76	6.1839
gene_MP011487	0.37296	0.51622	90	56	62.2222
gene_MP011538	0.36887	0.50645	142	119	83.8028
gene_MP011546	0.36506	0.67042	24	9	37.5000
gene_MP011593	0.35629	0.90675	302	0	0.0000
gene_MP011609	0.37618	0.49265	106	99	93.3962
gene_MP011615	0.35618	0.94575	422	42	9.9526
gene_MP011616	0.34872	1.04010	230	4	1.7391
gene_MP011621	0.33942	1.00703	369	0	0.0000
gene_MP011669	0.35201	0.74580	68	46	67.6471
gene_MP011751	0.45024	0.98301	24	0	0.0000
gene_MP011758	0.37372	0.60811	91	66	72.5275
gene_MP011762	0.38310	0.78425	77	0	0.0000
gene_MP011763	0.33463	0.40655	32	14	43.7500
gene_MP011768	0.38403	0.73976	224	183	81.6964
gene_MP011769	0.33069	0.87932	144	0	0.0000
gene_MP011772	0.38883	0.68000	46	29	63.0435
gene_MP011781	0.37838	0.66961	23	21	91.3043
gene_MP011803	0.32576	0.84542	436	0	0.0000
gene_MP011804	0.35980	0.72748	354	331	93.5028
gene_MP011809	0.34918	0.96103	548	6	1.0949
gene_MP011857	0.42732	0.75944	31	24	77.4194
gene_MP011859	0.33294	0.71971	49	47	95.9184
gene_MP011864	0.34967	0.92246	1437	0	0.0000
gene_MP011867	0.39719	0.82762	100	77	77.0000
gene_MP011925	0.37191	1.76883	84	76	90.4762
gene_MP011947	0.37309	0.55241	49	2	4.0816
gene_MP011978	0.32505	0.96428	2086	42	2.0134
gene_MP011979	0.39528	0.77316	121	0	0.0000
gene_MP011981	0.38199	0.84345	55	29	52.7273
gene_MP012047	0.37764	0.72358	137	116	84.6715
gene_MP012049	0.36394	0.77148	69	41	59.4203
gene_MP012054	0.41139	0.69897	28	13	46.4286
gene_MP012084	0.34410	0.80963	27	13	48.1481
gene_MP012113	0.32353	0.75924	27	16	59.2593
gene_MP012120	0.32479	0.53490	46	32	69.5652
gene_MP012144	0.38867	0.60549	48	30	62.5000
gene_MP012228	0.35306	0.61812	74	56	75.6757
gene_MP012230	0.36948	0.72504	60	0	0.0000
gene_MP012235	0.35282	0.55637	43	27	62.7907
gene_MP012268	0.41159	0.79074	33	16	48.4848
gene_MP012270	0.39370	0.88901	82	70	85.3659
gene_MP012272	0.34747	0.88456	105	35	33.3333
gene_MP012303	0.38439	0.73129	82	52	63.4146
gene_MP012307	0.40049	0.67285	76	63	82.8947
gene_MP012378	0.37032	0.98810	53	52	98.1132
gene_MP012382	0.36978	0.64555	26	20	76.9231
gene_MP012400	0.36516	0.92309	349	0	0.0000
gene_MP012419	0.39217	0.86542	78	53	67.9487
gene_MP012436	0.42313	0.76268	73	61	83.5616
gene_MP012438	0.36328	0.71829	48	34	70.8333
gene_MP012474	0.35384	0.91210	29	0	0.0000
gene_MP012535	0.35593	0.84504	556	24	4.3165
gene_MP012668	0.35154	0.51588	28	14	50.0000
gene_MP012701	0.33361	0.51212	34	23	67.6471
gene_MP012713	0.40744	0.50785	749	271	36.1816
gene_MP012715	0.37612	1.09378	165	64	38.7879
gene_MP012735	0.35692	0.66992	220	157	71.3636
gene_MP012740	0.36463	0.91809	103	57	55.3398
gene_MP012766	0.41889	0.55886	108	104	96.2963
gene_MP012770	0.33738	0.70732	86	66	76.7442
gene_MP012777	0.52047	0.81737	106	0	0.0000
gene_MP012803	0.35240	0.47384	53	46	86.7925
gene_MP012806	0.33000	0.88479	48	0	0.0000
gene_MP012816	0.34080	0.60729	85	67	78.8235
gene_MP012842	0.39230	0.49520	23	23	100.0000
gene_MP012845	0.36302	0.54600	36	29	80.5556
gene_MP012848	0.36248	0.56901	25	20	80.0000
gene_MP012857	0.34922	0.90711	63	52	82.5397
gene_MP012921	0.34968	0.68395	52	27	51.9231
gene_MP012924	0.38155	0.98777	217	188	86.6359
gene_MP012972	0.37422	0.64597	41	23	56.0976
gene_MP012999	0.35683	0.49206	88	22	25.0000
gene_MP013034	0.35919	0.80195	92	72	78.2609
gene_MP013050	0.39203	0.71066	255	174	68.2353
gene_MP013071	0.49457	1.05807	40	0	0.0000
gene_MP013082	0.35700	0.71697	92	72	78.2609
gene_MP013084	0.39541	0.45041	42	31	73.8095
gene_MP013103	0.39148	0.86455	164	125	76.2195
gene_MP013106	0.37451	0.49099	130	88	67.6923
gene_MP013115	0.37871	0.85647	246	1	0.4065
gene_MP013123	0.32808	0.70426	66	54	81.8182
gene_MP013126	0.36617	0.81904	68	46	67.6471
gene_MP013134	0.39439	0.47183	41	31	75.6098
gene_MP013160	0.36323	0.97621	113	82	72.5664
gene_MP013176	0.36211	0.70981	62	40	64.5161
gene_MP013179	0.35366	0.90763	338	26	7.6923
gene_MP013180	0.39467	1.04128	75	42	56.0000
gene_MP013183	0.32446	0.43359	30	2	6.6667
gene_MP013184	0.33430	0.64633	25	19	76.0000
gene_MP013245	0.33494	0.62587	40	20	50.0000
gene_MP013247	0.33333	0.92308	29	7	24.1379
gene_MP013287	0.37638	0.77691	85	70	82.3529
gene_MP013300	0.30259	0.81894	23	4	17.3913
gene_MP013308	0.33469	0.69183	71	35	49.2958
gene_MP013338	0.38391	0.85738	117	26	22.2222
gene_MP013340	0.38308	0.56115	100	75	75.0000
gene_MP013368	0.36195	0.79865	344	195	56.6860
gene_MP013369	0.36061	0.55864	62	43	69.3548
gene_MP013371	0.34203	1.10042	112	100	89.2857
gene_MP013561	0.35829	0.60634	31	13	41.9355
gene_MP013640	0.33100	0.49967	79	64	81.0127
gene_MP013644	0.35722	0.96292	743	0	0.0000
gene_MP013657	0.35969	0.63119	102	5	4.9020
gene_MP013698	0.32061	0.51377	67	32	47.7612
gene_MP013738	0.34415	0.68240	39	22	56.4103
gene_MP013748	0.52205	0.61011	23	5	21.7391
gene_MP013768	0.35211	0.74516	154	1	0.6494
gene_MP013769	0.44268	0.38815	107	34	31.7757
gene_MP013785	0.34238	0.88351	488	0	0.0000
gene_MP013838	0.35610	0.93180	284	141	49.6479
gene_MP014067	0.37881	0.67295	83	0	0.0000
gene_MP014088	0.41436	1.06139	64	47	73.4375
gene_MP014145	0.33350	0.61618	35	33	94.2857
gene_MP014148	0.37229	0.73307	117	0	0.0000
gene_MP014152	0.39291	0.82254	59	50	84.7458
gene_MP014157	0.36794	0.38434	20	16	80.0000
gene_MP014160	0.35572	0.89744	238	183	76.8908
gene_MP014223	0.38570	0.39757	47	37	78.7234
gene_MP014225	0.33075	0.75227	41	25	60.9756
gene_MP014230	0.34617	0.91355	110	50	45.4545
gene_MP014259	0.31515	0.52861	28	17	60.7143
gene_MP014335	0.32671	0.95051	640	0	0.0000
gene_MP014338	0.34235	0.78122	118	0	0.0000
gene_MP014395	0.34417	0.38189	50	39	78.0000
gene_MP014487	0.39406	0.80623	1138	816	71.7047
gene_MP014540	0.33335	0.94581	226	0	0.0000
gene_MP014572	0.33335	0.94581	904	31	3.4292
gene_MP014590	0.34758	0.94280	89	58	65.1685
gene_MP014614	0.37245	0.75426	32	30	93.7500
gene_MP014785	0.34441	0.79922	29	23	79.3103
gene_MP014815	0.35334	0.85049	372	69	18.5484
gene_MP014820	0.38748	0.51725	81	71	87.6543
gene_MP014879	0.35004	0.68814	52	36	69.2308
gene_MP014928	0.32490	0.93274	583	0	0.0000
gene_MP014940	0.42503	0.47041	113	0	0.0000
gene_MP015143	0.32513	0.88478	190	70	36.8421
gene_MP015173	0.35844	0.94566	1610	103	6.3975
gene_MP015241	0.38140	0.67385	124	0	0.0000
gene_MP015243	0.32809	0.95560	1582	0	0.0000
gene_MP015248	0.32732	0.96145	2175	0	0.0000
gene_MP015356	0.37839	0.47988	69	52	75.3623
gene_MP015386	0.35246	0.65156	47	29	61.7021
gene_MP015388	0.39253	0.59750	210	137	65.2381
gene_MP015393	0.36182	0.97448	1518	202	13.3070
gene_MP015449	0.30776	0.55389	30	23	76.6667
gene_MP015484	0.46078	0.58204	22	21	95.4545
gene_MP015485	0.39605	0.59556	40	29	72.5000
