gene	gc	cpg_oe	n_cpg	n_conf	pct_conf
gene_MP008055	0.40147	0.93383	458	12	2.6201
gene_MP008060	0.39327	0.94927	327	0	0.0000
gene_MP008087	0.41631	1.07049	244	0	0.0000
gene_MP008091	0.41631	1.07049	297	0	0.0000
gene_MP008098	0.37315	0.94432	124	2	1.6129
gene_MP008100	0.37723	1.17614	77	0	0.0000
gene_MP008105	0.37210	0.82569	90	0	0.0000
gene_MP008121	0.38286	1.06318	40	0	0.0000
gene_MP008143	0.42546	1.14317	147	0	0.0000
gene_MP008158	0.38383	0.70740	48	7	14.5833
gene_MP008215	0.43580	1.13933	669	7	1.0463
gene_MP008217	0.38382	1.13206	880	18	2.0455
gene_MP008271	0.34936	0.84187	139	0	0.0000
gene_MP008301	0.38588	1.18569	1373	0	0.0000
gene_MP008308	0.35168	0.85763	225	29	12.8889
gene_MP008328	0.40645	1.13190	940	7	0.7447
gene_MP008350	0.36952	0.93793	177	0	0.0000
gene_MP008398	0.44150	1.11179	618	3	0.4854
gene_MP008496	0.37389	0.86868	65	0	0.0000
gene_MP009936	0.42067	1.11585	750	0	0.0000
gene_MP009941	0.51656	1.23717	33	0	0.0000
gene_MP009946	0.51656	1.23717	230	0	0.0000
gene_MP009965	0.37606	1.04031	390	3	0.7692
gene_MP009968	0.40664	1.12823	240	8	3.3333
gene_MP009971	0.37981	0.84465	35	0	0.0000
gene_MP009979	0.42502	1.05046	326	8	2.4540
gene_MP009980	0.39557	0.88870	150	0	0.0000
gene_MP009989	0.51656	1.23717	321	0	0.0000
gene_MP010014	0.39519	1.28143	166	0	0.0000
gene_MP010056	0.36418	1.01088	3869	1	0.0258
gene_MP010074	0.43722	1.05374	131	0	0.0000
gene_MP010109	0.42012	1.05721	796	1	0.1256
gene_MP010121	0.51656	1.23717	728	13	1.7857
gene_MP010125	0.38801	0.93005	418	2	0.4785
gene_MP010156	0.37981	0.84465	89	2	2.2472
gene_MP010172	0.38370	1.08058	900	4	0.4444
gene_MP010199	0.41580	0.95257	151	0	0.0000
gene_MP010209	0.36265	0.95468	164	0	0.0000
gene_MP010253	0.40763	1.12097	449	0	0.0000
gene_MP010321	0.39023	1.09239	99	0	0.0000
gene_MP010488	0.41036	1.04817	1419	3	0.2114
gene_MP010497	0.42552	1.16758	376	0	0.0000
gene_MP010533	0.42847	1.10689	26	8	30.7692
gene_MP010560	0.36273	1.05621	318	0	0.0000
gene_MP010584	0.39057	1.00856	310	0	0.0000
gene_MP010596	0.43956	0.35880	23	4	17.3913
gene_MP010658	0.38529	1.24759	36	0	0.0000
gene_MP010684	0.34821	0.96556	146	0	0.0000
gene_MP010705	0.60060	1.24640	25	0	0.0000
gene_MP010732	0.40376	1.23858	62	0	0.0000
gene_MP010855	0.36974	0.80951	129	0	0.0000
gene_MP010877	0.36244	1.09691	206	0	0.0000
gene_MP010906	0.39878	0.96231	423	1	0.2364
gene_MP010910	0.41822	1.05599	146	17	11.6438
gene_MP011394	0.43729	1.13140	293	0	0.0000
gene_MP011545	0.37907	1.06522	123	0	0.0000
gene_MP011546	0.36832	1.00999	205	0	0.0000
gene_MP011547	0.35248	0.87970	95	0	0.0000
gene_MP011580	0.40902	1.09278	88	0	0.0000
gene_MP011590	0.36443	1.05547	371	0	0.0000
gene_MP011634	0.37735	0.94981	51	20	39.2157
gene_MP011793	0.38299	0.65574	51	23	45.0980
gene_MP011794	0.39783	0.66737	45	20	44.4444
gene_MP011864	0.35554	0.92234	280	4	1.4286
gene_MP011893	0.35120	0.79613	49	4	8.1633
gene_MP011897	0.43738	0.61386	22	6	27.2727
gene_MP012343	0.35861	0.91640	326	0	0.0000
gene_MP012397	0.37813	1.00233	118	1	0.8475
gene_MP012458	0.34771	0.89943	170	0	0.0000
gene_MP012464	0.34719	0.69805	82	14	17.0732
gene_MP012466	0.32476	0.67919	20	4	20.0000
gene_MP012486	0.42086	0.98693	170	0	0.0000
gene_MP012487	0.41258	1.20809	121	0	0.0000
gene_MP012512	0.36359	0.77087	189	0	0.0000
gene_MP012559	0.41977	0.82682	118	0	0.0000
gene_MP012561	0.41629	1.19147	67	0	0.0000
gene_MP012566	0.33707	0.63315	24	5	20.8333
gene_MP012720	0.36999	0.88712	484	0	0.0000
gene_MP012727	0.38708	0.89112	201	0	0.0000
gene_MP012737	0.33662	0.89158	37	0	0.0000
gene_MP012739	0.40786	0.98604	407	4	0.9828
gene_MP012740	0.35138	0.93712	94	0	0.0000
gene_MP012783	0.37852	0.39355	21	5	23.8095
gene_MP012790	0.36918	0.85821	77	9	11.6883
gene_MP012837	0.44479	0.95754	75	0	0.0000
gene_MP012844	0.33139	0.81359	138	6	4.3478
gene_MP012863	0.39055	0.89913	38	8	21.0526
gene_MP012865	0.35712	0.77988	68	0	0.0000
gene_MP012867	0.36438	1.05571	547	0	0.0000
gene_MP012871	0.37561	1.02353	442	0	0.0000
gene_MP012879	0.36465	1.07461	2156	2	0.0928
gene_MP012892	0.36945	1.08582	1089	1	0.0918
gene_MP012898	0.38118	0.70636	107	6	5.6075
gene_MP012915	0.36413	0.65113	27	16	59.2593
gene_MP012924	0.39654	0.90374	82	0	0.0000
gene_MP012928	0.39076	1.01177	175	0	0.0000
gene_MP012946	0.42229	0.64264	28	2	7.1429
gene_MP012952	0.39235	0.88984	164	1	0.6098
gene_MP013101	0.43773	1.20516	263	5	1.9011
gene_MP013125	0.37925	0.62874	43	13	30.2326
gene_MP013257	0.42286	1.06871	82	0	0.0000
gene_MP013271	0.36987	1.04875	422	0	0.0000
gene_MP013290	0.36807	0.79433	30	0	0.0000
gene_MP013315	0.37031	0.91117	126	0	0.0000
gene_MP013361	0.41482	0.67665	26	2	7.6923
gene_MP013721	0.37498	1.02516	219	15	6.8493
gene_MP013722	0.40773	1.22863	310	0	0.0000
gene_MP013733	0.51818	0.79001	35	5	14.2857
gene_MP013856	0.32374	0.72090	24	4	16.6667
gene_MP013878	0.39733	1.16062	34	0	0.0000
gene_MP013883	0.37550	0.76049	24	0	0.0000
gene_MP013981	0.35319	1.12427	150	0	0.0000
gene_MP014029	0.45352	0.67567	37	0	0.0000
gene_MP014042	0.36069	0.86821	118	9	7.6271
gene_MP014058	0.39639	0.85340	47	0	0.0000
gene_MP014098	0.37373	1.11453	803	0	0.0000
gene_MP014215	0.38511	0.66501	25	16	64.0000
gene_MP014432	0.38288	0.98197	229	0	0.0000
gene_MP014453	0.38169	0.91678	55	0	0.0000
gene_MP014457	0.37264	0.59365	61	7	11.4754
gene_MP014498	0.38782	0.63738	35	7	20.0000
gene_MP014499	0.38281	0.97479	177	0	0.0000
gene_MP014628	0.36308	0.98097	101	0	0.0000
gene_MP014639	0.38881	0.92100	207	4	1.9324
gene_MP014648	0.35790	1.07526	1230	0	0.0000
gene_MP014652	0.36340	0.82454	126	6	4.7619
gene_MP014720	0.36353	0.95092	77	0	0.0000
gene_MP014823	0.37991	0.95342	72	0	0.0000
gene_MP014866	0.38426	0.80295	131	3	2.2901
gene_MP014916	0.34337	1.04348	1797	0	0.0000
gene_MP014987	0.42838	0.71574	27	0	0.0000
gene_MP015048	0.39641	0.94390	52	1	1.9231
gene_MP015172	0.38556	0.65385	42	20	47.6190
gene_MP015252	0.37456	1.25293	340	0	0.0000
gene_MP015260	0.37992	1.04937	28	0	0.0000
gene_MP015498	0.41016	0.98278	50	0	0.0000
gene_MP015506	0.39492	0.81658	98	14	14.2857
gene_MP015612	0.37428	0.85865	44	0	0.0000
gene_MP015614	0.37567	0.88125	217	8	3.6866
gene_MP015676	0.39322	0.94513	139	0	0.0000
gene_MP015732	0.34549	1.01617	451	0	0.0000
gene_MP015735	0.40519	1.03102	408	0	0.0000
gene_MP015741	0.35304	0.93931	343	0	0.0000
gene_MP015911	0.43229	0.79307	28	0	0.0000
gene_MP015987	0.39732	0.95465	111	0	0.0000
gene_MP015989	0.37075	1.12840	58	13	22.4138
gene_MP015996	0.38242	0.92855	81	1	1.2346
gene_MP016010	0.37072	1.12870	1665	0	0.0000
gene_MP016012	0.36665	1.01348	84	0	0.0000
gene_MP016013	0.37854	1.10743	84	0	0.0000
gene_MP016017	0.39493	1.08206	392	0	0.0000
gene_MP016040	0.34021	1.09140	318	0	0.0000
gene_MP016042	0.37683	1.03453	46	0	0.0000
gene_MP016419	0.41458	1.15443	342	3	0.8772
gene_MP016468	0.47237	1.15215	36	0	0.0000
gene_MP016477	0.39582	1.08105	65	0	0.0000
gene_MP016519	0.50877	0.65537	29	0	0.0000
gene_MP016554	0.36955	0.91167	133	9	6.7669
gene_MP016557	0.33555	0.90489	69	0	0.0000
gene_MP016596	0.34802	0.92572	609	0	0.0000
gene_MP016636	0.43951	0.92506	155	4	2.5806
gene_MP016737	0.37328	0.94929	251	0	0.0000
gene_MP016739	0.37241	1.19710	385	0	0.0000
gene_MP016745	0.35858	1.02934	4082	3	0.0735
gene_MP016754	0.40165	0.86968	52	0	0.0000
gene_MP016821	0.39086	1.10342	82	0	0.0000
gene_MP016908	0.38589	0.73264	75	5	6.6667
gene_MP016940	0.33839	1.08715	33	0	0.0000
gene_MP016959	0.41247	0.44166	28	9	32.1429
gene_MP016972	0.36143	0.95222	115	0	0.0000
gene_MP017233	0.42481	0.80882	22	3	13.6364
gene_MP017318	0.38762	0.99930	114	3	2.6316
gene_MP017321	0.36929	0.91639	118	3	2.5424
gene_MP017339	0.40282	1.12308	338	0	0.0000
gene_MP017502	0.39653	0.73543	122	0	0.0000
gene_MP017508	0.40784	1.05497	249	0	0.0000
gene_MP017521	0.38236	1.19936	337	0	0.0000
gene_MP017627	0.41953	1.22109	170	7	4.1176
gene_MP017801	0.39386	0.98760	1207	0	0.0000
gene_MP017828	0.34732	0.64262	42	8	19.0476
gene_MP017842	0.38538	1.06283	184	1	0.5435
gene_MP017872	0.41562	0.81775	224	10	4.4643
gene_MP017964	0.35618	0.75095	27	0	0.0000
gene_MP018008	0.37062	1.05234	275	5	1.8182
gene_MP018013	0.35532	0.93833	1167	2	0.1714
gene_MP018027	0.36731	1.01034	473	0	0.0000
gene_MP018048	0.36980	0.91202	235	9	3.8298
gene_MP018050	0.36262	0.86878	251	4	1.5936
gene_MP018079	0.35101	0.96056	216	0	0.0000
gene_MP018145	0.37256	0.53967	39	10	25.6410
gene_MP018168	0.36320	0.88779	68	0	0.0000
gene_MP018333	0.37017	1.09591	645	0	0.0000
gene_MP018340	0.40855	0.99589	611	0	0.0000
gene_MP018681	0.45375	0.98943	99	0	0.0000
gene_MP018683	0.42483	1.06573	1129	1	0.0886
gene_MP018758	0.41924	0.65948	47	0	0.0000
gene_MP019058	0.58333	1.29796	53	0	0.0000
gene_MP019162	0.52025	1.01905	22	0	0.0000
gene_MP019516	0.50000	0.88194	84	0	0.0000
gene_MP019648	0.49327	0.84952	46	0	0.0000
gene_MP020073	0.53109	1.59587	71	0	0.0000
gene_MP020095	0.42770	1.19613	177	0	0.0000
gene_MP020099	0.40829	1.15228	777	0	0.0000
gene_MP020116	0.42037	0.94588	636	1	0.1572
gene_MP020122	0.36015	0.97545	239	0	0.0000
gene_MP020138	0.37001	1.09368	318	0	0.0000
gene_MP020157	0.38265	0.92843	25	16	64.0000
gene_MP020195	0.47039	1.04569	759	4	0.5270
gene_MP020209	0.36521	0.88522	430	0	0.0000
gene_MP020221	0.37001	1.09368	406	0	0.0000
gene_MP020228	0.37001	1.09368	237	0	0.0000
gene_MP020256	0.39324	0.99477	175	16	9.1429
gene_MP020258	0.37599	1.01172	1160	0	0.0000
gene_MP020266	0.55102	1.18331	38	0	0.0000
gene_MP020277	0.38233	0.92077	360	0	0.0000
gene_MP020282	0.40727	0.99265	185	1	0.5405
gene_MP020290	0.39442	0.99788	72	1	1.3889
gene_MP020297	0.37262	0.78647	30	0	0.0000
gene_MP020301	0.38458	0.42781	21	8	38.0952
gene_MP020311	0.36978	0.91217	487	5	1.0267
gene_MP020314	0.36521	0.88522	111	0	0.0000
gene_MP020383	0.42248	1.06483	1031	10	0.9699
gene_MP020405	0.42365	0.90304	208	4	1.9231
gene_MP020541	0.36220	1.08714	322	0	0.0000
gene_MP020548	0.36391	0.80573	41	0	0.0000
gene_MP020683	0.38912	0.86945	415	6	1.4458
gene_MP021095	0.42043	1.04686	86	0	0.0000
gene_MP021125	0.39578	0.70620	143	0	0.0000
gene_MP021145	0.50485	1.18904	263	0	0.0000
gene_MP021363	0.36719	0.99134	111	0	0.0000
gene_MP021459	0.65986	0.98636	31	0	0.0000
gene_MP021848	0.54321	1.17228	37	0	0.0000
gene_MP022562	0.48584	1.03478	28	0	0.0000
gene_MP022584	0.37001	1.09368	315	0	0.0000
gene_MP022616	0.35756	0.81489	20	12	60.0000
gene_MP022626	0.40727	0.99265	1214	0	0.0000
gene_MP022803	0.38156	0.97212	493	0	0.0000
gene_MP022842	0.36327	1.08974	606	0	0.0000
gene_MP022920	0.64683	0.98819	30	0	0.0000
gene_MP022993	0.36992	1.10056	212	0	0.0000
gene_MP023024	0.37586	0.68184	85	0	0.0000
gene_MP023029	0.43527	0.69408	309	0	0.0000
gene_MP023040	0.41094	0.72409	24	0	0.0000
gene_MP023167	0.41453	0.94689	189	0	0.0000
gene_MP023407	0.35332	0.95643	134	0	0.0000
gene_MP023504	0.34730	0.74806	55	0	0.0000
gene_MP023625	0.38830	1.14013	1154	0	0.0000
gene_MP023644	0.35357	0.92069	1089	0	0.0000
gene_MP023657	0.39377	1.07049	251	0	0.0000
gene_MP023669	0.45261	0.92520	184	0	0.0000
gene_MP023791	0.35902	0.98796	185	0	0.0000
gene_MP023901	0.36404	1.09251	2402	0	0.0000
gene_MP023923	0.49907	0.95433	94	0	0.0000
gene_MP023993	0.36990	1.07546	192	0	0.0000
gene_MP024278	0.39246	0.81413	41	0	0.0000
gene_MP000017	0.41269	1.01297	333	0	0.0000
gene_MP000066	0.38286	0.79682	85	4	4.7059
gene_MP000077	0.38425	1.09472	129	0	0.0000
gene_MP000223	0.37900	0.79828	58	10	17.2414
gene_MP000241	0.34720	0.60202	20	1	5.0000
gene_MP000263	0.35053	0.87041	21	2	9.5238
gene_MP000294	0.40847	1.21838	596	0	0.0000
gene_MP000300	0.35348	0.98438	319	0	0.0000
gene_MP000344	0.49581	0.87578	22	0	0.0000
gene_MP000348	0.36875	0.84203	150	1	0.6667
gene_MP000395	0.45820	1.07346	503	0	0.0000
gene_MP000441	0.37522	0.82975	135	3	2.2222
gene_MP000509	0.36642	1.07419	402	1	0.2488
gene_MP000594	0.39088	0.78620	203	0	0.0000
gene_MP000689	0.36679	1.09554	187	0	0.0000
gene_MP000830	0.35603	0.91936	89	0	0.0000
gene_MP000831	0.35919	0.54603	49	5	10.2041
gene_MP000835	0.40963	1.06604	244	0	0.0000
gene_MP000838	0.43769	1.04782	251	0	0.0000
gene_MP000840	0.39838	1.00014	118	0	0.0000
gene_MP000842	0.35758	0.93903	1033	0	0.0000
gene_MP000850	0.38322	0.96796	132	0	0.0000
gene_MP000858	0.40887	0.94029	391	2	0.5115
gene_MP000882	0.36304	1.06092	2281	0	0.0000
gene_MP001169	0.37910	1.18690	668	3	0.4491
gene_MP001178	0.37660	1.03246	25	6	24.0000
gene_MP001180	0.35836	0.96884	1045	0	0.0000
gene_MP001210	0.37461	0.99840	801	0	0.0000
gene_MP001215	0.35744	0.70045	33	0	0.0000
gene_MP001227	0.38709	0.94745	1214	0	0.0000
gene_MP001236	0.36291	0.64535	69	0	0.0000
gene_MP001247	0.37986	1.13903	43	0	0.0000
gene_MP001265	0.37626	0.91937	164	0	0.0000
gene_MP001522	0.54670	0.90591	94	26	27.6596
gene_MP001597	0.37989	1.07336	335	0	0.0000
gene_MP001665	0.36094	0.94523	158	15	9.4937
gene_MP001756	0.36119	1.03391	100	0	0.0000
gene_MP001780	0.44354	1.20750	116	0	0.0000
gene_MP001977	0.40334	0.78936	92	0	0.0000
gene_MP001980	0.39059	0.92865	339	12	3.5398
gene_MP002014	0.39482	0.76636	35	0	0.0000
gene_MP002022	0.46702	0.88517	27	0	0.0000
gene_MP002095	0.34029	0.40773	26	1	3.8462
gene_MP002118	0.38767	0.68703	103	24	23.3010
gene_MP002172	0.54223	1.29404	122	6	4.9180
gene_MP002206	0.41742	0.98825	511	18	3.5225
gene_MP002386	0.36290	0.71469	49	12	24.4898
gene_MP002394	0.31929	0.56656	29	8	27.5862
gene_MP002401	0.36944	0.90668	379	0	0.0000
gene_MP002455	0.35837	0.85910	77	4	5.1948
gene_MP002458	0.35849	0.40951	27	0	0.0000
gene_MP002460	0.39142	1.00477	86	0	0.0000
gene_MP002471	0.36832	1.17284	451	0	0.0000
gene_MP002503	0.40993	0.83132	234	3	1.2821
gene_MP002507	0.33822	0.90339	28	0	0.0000
gene_MP002514	0.39067	1.09145	26	0	0.0000
gene_MP002533	0.34833	0.56115	28	8	28.5714
gene_MP002662	0.35857	0.91618	125	3	2.4000
gene_MP002669	0.37115	1.12234	248	0	0.0000
gene_MP002673	0.41178	1.15968	283	0	0.0000
