gene	gc	cpg_oe	n_cpg	n_conf	pct_conf
MOL.26	0.31547	0.81381	50	49	98.0000
MOL.266	0.30959	0.90755	23	20	86.9565
MOL.27	0.33640	0.91521	535	96	17.9439
MOL.275	0.31814	0.99399	832	163	19.5913
MOL.279	0.30678	1.00688	68	20	29.4118
MOL.284	0.29808	1.03156	547	0	0.0000
MOL.285	0.30621	1.02190	406	1	0.2463
MOL.286	0.32651	1.13983	243	0	0.0000
MOL.292	0.31472	0.80542	91	69	75.8242
MOL.296	0.32031	0.68584	173	152	87.8613
MOL.30	0.27788	0.88881	25	21	84.0000
MOL.300	0.28443	0.62544	23	20	86.9565
MOL.303	0.31266	0.98062	348	0	0.0000
MOL.308	0.31065	0.74381	40	19	47.5000
MOL.309	0.33012	1.18888	39	0	0.0000
MOL.31	0.31912	0.62687	169	130	76.9231
MOL.316	0.31934	0.94183	442	106	23.9819
MOL.320	0.35376	1.33019	53	0	0.0000
MOL.324	0.29711	0.98374	23	0	0.0000
MOL.325	0.34678	1.48036	128	0	0.0000
MOL.327	0.42205	1.15868	27	0	0.0000
MOL.328	0.47500	0.97345	24	0	0.0000
MOL.330	0.32391	0.61927	37	31	83.7838
MOL.333	0.30942	0.98973	1232	62	5.0325
MOL.334	0.30824	0.97350	468	0	0.0000
MOL.338	0.31296	0.95853	797	0	0.0000
MOL.34	0.32771	0.86558	456	0	0.0000
MOL.344	0.31770	1.16364	28	0	0.0000
MOL.347	0.35088	0.76296	300	267	89.0000
MOL.352	0.30997	0.97913	103	24	23.3010
MOL.353	0.31061	0.99021	803	52	6.4757
MOL.357	0.31149	0.70092	24	22	91.6667
MOL.364	0.32398	1.00100	33	0	0.0000
MOL.368	0.31518	0.80023	98	60	61.2245
MOL.369	0.33114	0.62646	76	64	84.2105
MOL.370	0.35102	0.62440	69	57	82.6087
MOL.371	0.31613	0.54719	53	44	83.0189
MOL.372	0.29716	0.75074	144	121	84.0278
MOL.373	0.28442	0.66861	22	20	90.9091
MOL.379	0.29940	0.72874	91	84	92.3077
MOL.381	0.29328	0.75896	86	66	76.7442
MOL.382	0.29553	0.98646	99	27	27.2727
MOL.388	0.34966	0.65215	100	89	89.0000
MOL.391	0.31769	0.86011	44	0	0.0000
MOL.398	0.32978	0.77733	149	129	86.5772
MOL.401	0.31135	0.95662	1818	18	0.9901
MOL.419	0.30401	1.03845	712	0	0.0000
MOL.422	0.31079	0.58478	52	20	38.4615
MOL.423	0.32146	0.96482	428	9	2.1028
MOL.425	0.30923	0.62430	151	116	76.8212
MOL.426	0.30912	1.00605	1214	1	0.0824
MOL.428	0.30349	1.05485	530	13	2.4528
MOL.43	0.34292	0.74643	54	13	24.0741
MOL.434	0.30943	0.92546	82	0	0.0000
MOL.439	0.31098	1.00112	1866	0	0.0000
MOL.44	0.31981	0.66509	68	66	97.0588
MOL.443	0.31690	0.74927	451	440	97.5610
MOL.445	0.28951	1.12105	32	0	0.0000
MOL.446	0.30219	0.95444	84	0	0.0000
MOL.448	0.31328	0.92521	49	0	0.0000
MOL.449	0.29918	0.83222	40	0	0.0000
MOL.450	0.31870	0.83167	327	295	90.2141
MOL.451	0.29444	0.48448	44	27	61.3636
MOL.452	0.31982	0.84568	54	41	75.9259
MOL.453	0.31768	0.88374	98	89	90.8163
MOL.457	0.38286	0.54821	121	105	86.7769
MOL.46	0.33584	0.68888	54	49	90.7407
MOL.460	0.32564	0.62749	258	213	82.5581
MOL.461	0.30056	0.54973	38	27	71.0526
MOL.462	0.33479	0.75786	184	170	92.3913
MOL.464	0.33695	0.86581	220	0	0.0000
MOL.466	0.34458	1.12700	60	0	0.0000
MOL.47	0.31763	0.86060	64	50	78.1250
MOL.475	0.33199	0.82916	94	90	95.7447
MOL.479	0.28389	0.60704	98	82	83.6735
MOL.48	0.53980	1.28268	101	101	100.0000
MOL.480	0.24459	0.61465	25	19	76.0000
MOL.481	0.32899	0.79348	47	24	51.0638
MOL.483	0.31897	0.61735	50	40	80.0000
MOL.486	0.31994	0.97777	22	21	95.4545
MOL.49	0.33288	0.69021	42	27	64.2857
MOL.490	0.33435	0.85993	193	166	86.0104
MOL.495	0.33018	0.80566	56	53	94.6429
MOL.50	0.33427	0.70926	180	163	90.5556
MOL.500	0.29616	0.82527	46	43	93.4783
MOL.502	0.31832	0.72465	56	49	87.5000
MOL.507	0.32932	0.82893	141	131	92.9078
MOL.51	0.35003	0.70487	172	163	94.7674
MOL.511	0.34709	0.72112	195	176	90.2564
MOL.520	0.32673	0.78386	43	37	86.0465
MOL.536	0.31733	0.69857	80	75	93.7500
MOL.551	0.30655	0.94184	388	0	0.0000
MOL.552	0.31179	0.98740	40	0	0.0000
MOL.556	0.39713	0.93338	54	49	90.7407
MOL.558	0.30225	0.96048	1493	0	0.0000
MOL.561	0.33589	0.62440	44	36	81.8182
MOL.566	0.30732	0.91963	581	0	0.0000
MOL.568	0.30575	0.72048	140	128	91.4286
MOL.57	0.35739	0.84464	95	29	30.5263
MOL.572	0.32193	1.20075	20	1	5.0000
MOL.573	0.31459	0.77312	110	82	74.5455
MOL.577	0.29557	0.85086	110	99	90.0000
MOL.581	0.31953	0.97634	609	0	0.0000
MOL.584	0.28623	0.52022	36	36	100.0000
MOL.585	0.28673	0.69045	34	33	97.0588
MOL.587	0.31699	1.03204	67	56	83.5821
MOL.590	0.31125	0.92417	246	126	51.2195
MOL.591	0.30322	0.87072	136	64	47.0588
MOL.592	0.33191	0.82290	21	19	90.4762
MOL.601	0.30734	0.97515	676	0	0.0000
MOL.603	0.33307	0.62639	43	42	97.6744
MOL.607	0.31420	0.78133	99	82	82.8283
MOL.609	0.31303	0.87660	895	0	0.0000
MOL.61	0.33044	0.93519	3512	4	0.1139
MOL.611	0.34544	0.83202	57	57	100.0000
MOL.614	0.32093	0.93772	900	40	4.4444
MOL.620	0.31938	0.78575	51	45	88.2353
MOL.621	0.32884	0.68340	32	32	100.0000
MOL.625	0.36658	0.93626	32	31	96.8750
MOL.629	0.30091	0.44686	41	37	90.2439
MOL.63	0.31452	0.96237	666	0	0.0000
MOL.631	0.32743	0.78046	25	22	88.0000
MOL.636	0.30775	0.89720	142	0	0.0000
MOL.637	0.33585	0.95299	159	0	0.0000
MOL.638	0.30368	1.01028	136	0	0.0000
MOL.640	0.28404	0.58070	131	102	77.8626
MOL.642	0.32748	0.68947	24	23	95.8333
MOL.643	0.29226	0.75491	33	31	93.9394
MOL.644	0.28376	0.90230	57	55	96.4912
MOL.646	0.29759	0.86581	217	210	96.7742
MOL.650	0.32390	0.72089	44	41	93.1818
MOL.655	0.30711	0.94555	284	141	49.6479
MOL.657	0.32231	1.05167	170	0	0.0000
MOL.658	0.34353	0.79767	20	0	0.0000
MOL.66	0.29435	0.88939	25	25	100.0000
MOL.660	0.32663	1.00051	46	0	0.0000
MOL.664	0.30679	0.98533	101	0	0.0000
MOL.667	0.31579	0.84379	200	27	13.5000
MOL.668	0.33642	1.03694	38	38	100.0000
MOL.670	0.30486	0.95336	42	41	97.6190
MOL.672	0.31657	0.61893	33	22	66.6667
MOL.677	0.28886	0.69030	212	197	92.9245
MOL.68	0.36500	0.64802	53	49	92.4528
MOL.685	0.31698	0.96280	1284	0	0.0000
MOL.686	0.30118	1.03405	36	0	0.0000
MOL.687	0.51040	1.05641	43	0	0.0000
MOL.699	0.30439	1.02002	102	0	0.0000
MOL.701	0.30729	1.04436	1119	0	0.0000
MOL.702	0.31658	0.87588	1030	266	25.8252
MOL.708	0.30398	0.80402	40	39	97.5000
MOL.710	0.30891	0.59038	130	109	83.8462
MOL.716	0.31017	1.09899	243	0	0.0000
MOL.727	0.29323	0.74328	34	32	94.1176
MOL.728	0.29398	0.64106	44	31	70.4545
MOL.733	0.31762	0.87187	48	48	100.0000
MOL.734	0.30683	0.64692	123	113	91.8699
MOL.741	0.30680	0.83118	336	185	55.0595
MOL.742	0.33136	0.98510	735	0	0.0000
MOL.749	0.29497	1.20898	155	0	0.0000
MOL.750	0.32211	0.86262	133	110	82.7068
MOL.751	0.33617	0.55118	47	42	89.3617
MOL.755	0.31718	0.98389	213	0	0.0000
MOL.758	0.31081	1.00026	206	0	0.0000
MOL.76	0.30245	1.12099	902	0	0.0000
MOL.764	0.31545	0.90204	561	38	6.7736
MOL.767	0.29615	1.02586	62	47	75.8065
MOL.769	0.31186	1.00433	160	0	0.0000
MOL.77	0.35531	1.02051	20	0	0.0000
MOL.770	0.31096	0.81985	504	81	16.0714
MOL.771	0.31303	0.90466	249	0	0.0000
MOL.774	0.30353	0.98608	972	0	0.0000
MOL.775	0.30812	0.86306	85	83	97.6471
MOL.777	0.52000	1.17735	76	0	0.0000
MOL.779	0.29854	0.84219	24	18	75.0000
MOL.783	0.30787	0.62494	76	59	77.6316
MOL.785	0.30906	0.92134	26	0	0.0000
MOL.787	0.28864	1.03897	46	0	0.0000
MOL.79	0.36546	0.84501	113	0	0.0000
MOL.791	0.31617	0.64281	114	0	0.0000
MOL.792	0.35365	0.71516	104	99	95.1923
MOL.793	0.31185	0.63529	68	56	82.3529
MOL.795	0.30519	0.62434	108	96	88.8889
MOL.796	0.34186	0.97919	109	0	0.0000
MOL.797	0.31302	1.02641	590	0	0.0000
MOL.8	0.32144	0.81778	892	0	0.0000
MOL.801	0.32837	0.99126	144	0	0.0000
MOL.802	0.31109	0.94169	114	0	0.0000
MOL.803	0.31489	0.96870	552	0	0.0000
MOL.805	0.26277	1.03286	50	0	0.0000
MOL.807	0.48805	1.15309	20	20	100.0000
MOL.809	0.32059	0.94140	70	44	62.8571
MOL.810	0.28307	0.60303	86	71	82.5581
MOL.815	0.36083	0.85995	24	0	0.0000
MOL.816	0.30351	0.85928	37	0	0.0000
MOL.821	0.31587	0.67194	418	322	77.0335
MOL.823	0.32647	0.90609	117	0	0.0000
MOL.824	0.31799	1.00685	1555	0	0.0000
MOL.829	0.30213	0.82146	196	164	83.6735
MOL.83	0.31088	0.98873	1140	0	0.0000
MOL.831	0.29767	0.70010	40	37	92.5000
MOL.833	0.30362	0.99853	51	42	82.3529
MOL.839	0.32046	0.93061	158	0	0.0000
MOL.84	0.32545	1.03541	31	0	0.0000
MOL.841	0.30634	0.85098	98	0	0.0000
MOL.845	0.49082	0.98470	61	0	0.0000
MOL.847	0.32429	0.90999	100	0	0.0000
MOL.85	0.34422	0.96231	59	0	0.0000
MOL.850	0.31348	0.92477	414	0	0.0000
MOL.851	0.30916	0.95621	111	0	0.0000
MOL.856	0.27991	0.69042	35	31	88.5714
MOL.862	0.29464	0.73177	153	128	83.6601
MOL.863	0.31417	0.88295	159	68	42.7673
MOL.865	0.30011	0.96459	46	0	0.0000
MOL.87	0.37579	0.89656	35	0	0.0000
MOL.875	0.32345	1.05741	234	0	0.0000
MOL.882	0.29180	0.88736	107	46	42.9907
MOL.883	0.31585	0.77215	147	133	90.4762
MOL.890	0.31482	0.85616	144	119	82.6389
MOL.891	0.37851	0.62704	190	140	73.6842
MOL.892	0.31082	0.71187	87	70	80.4598
MOL.897	0.33762	0.71790	137	122	89.0511
MOL.898	0.31747	0.69295	59	47	79.6610
MOL.900	0.32576	0.76116	126	116	92.0635
MOL.902	0.31083	0.87410	33	0	0.0000
MOL.905	0.32137	0.95774	369	0	0.0000
MOL.909	0.31509	0.94506	1613	0	0.0000
MOL.91	0.34633	0.75684	41	0	0.0000
MOL.913	0.32497	0.71655	165	133	80.6061
MOL.919	0.31429	0.68843	164	149	90.8537
MOL.93	0.42707	0.98748	102	0	0.0000
MOL.930	0.31592	0.92983	60	0	0.0000
MOL.931	0.33221	0.87567	80	0	0.0000
MOL.933	0.32242	0.74606	49	46	93.8776
MOL.936	0.30352	1.10127	123	24	19.5122
MOL.937	0.34600	0.74345	442	365	82.5792
MOL.940	0.30948	0.93102	169	65	38.4615
MOL.945	0.44208	0.60838	76	0	0.0000
MOL.947	0.31745	0.93768	136	53	38.9706
MOL.954	0.32163	0.76588	111	111	100.0000
MOL.958	0.31702	1.09426	176	0	0.0000
MOL.959	0.34176	0.78268	150	22	14.6667
MOL.962	0.30625	0.70028	286	249	87.0629
MOL.97	0.45269	0.75342	21	0	0.0000
MOL.970	0.31278	0.97259	334	13	3.8922
MOL.975	0.36298	0.51706	65	13	20.0000
MOL.976	0.32232	0.63793	257	232	90.2724
MOL.981	0.30294	0.95595	244	0	0.0000
MOL.982	0.31422	1.01078	148	0	0.0000
MOL.983	0.32402	0.97357	666	0	0.0000
MOL.985	0.31686	0.95225	183	0	0.0000
MOL.988	0.31492	1.06546	37	0	0.0000
MOL.989	0.30324	0.99724	110	0	0.0000
MOL.994	0.29257	0.94654	136	0	0.0000
MOL.997	0.37178	0.96752	113	0	0.0000
MOL.998	0.30205	0.98414	291	0	0.0000
MOL.1465	0.34990	0.58753	85	60	70.5882
MOL.1470	0.35232	0.52216	32	18	56.2500
MOL.1471	0.33687	0.60347	29	14	48.2759
MOL.1472	0.34591	0.77026	94	69	73.4043
MOL.1481	0.36792	1.19375	47	0	0.0000
MOL.1482	0.33800	0.84704	98	59	60.2041
MOL.1489	0.32082	0.94657	206	183	88.8350
MOL.1493	0.33033	0.69532	135	134	99.2593
MOL.1494	0.30881	0.71719	79	67	84.8101
MOL.1495	0.33684	0.72418	381	350	91.8635
MOL.1496	0.33002	0.60825	236	207	87.7119
MOL.1500	0.30506	1.19214	92	0	0.0000
MOL.1505	0.34329	0.78899	24	24	100.0000
MOL.1510	0.32189	0.94424	1518	0	0.0000
MOL.1512	0.35704	1.15422	139	130	93.5252
MOL.1513	0.33933	0.73317	317	290	91.4826
MOL.1516	0.44695	0.44857	141	109	77.3050
MOL.1518	0.33482	0.93497	1213	135	11.1294
MOL.1524	0.28033	0.80832	51	47	92.1569
MOL.1526	0.28899	0.82586	82	78	95.1220
MOL.1528	0.32247	0.91239	844	0	0.0000
MOL.1531	0.31417	0.83474	145	0	0.0000
MOL.1535	0.33306	0.84617	23	0	0.0000
MOL.1542	0.32454	0.56985	24	16	66.6667
MOL.1545	0.26138	0.95248	22	0	0.0000
MOL.1546	0.32867	0.92264	567	0	0.0000
MOL.1547	0.33986	0.85089	57	19	33.3333
MOL.1549	0.32694	0.92285	703	53	7.5391
MOL.1553	0.31978	0.74649	336	225	66.9643
MOL.1555	0.32765	0.91932	114	0	0.0000
MOL.1556	0.33671	0.86591	473	313	66.1734
MOL.1559	0.32850	0.93753	376	51	13.5638
MOL.1562	0.30932	0.93408	151	55	36.4238
MOL.1563	0.26610	0.88537	24	16	66.6667
MOL.1564	0.30792	0.63710	60	54	90.0000
MOL.1569	0.28307	1.20111	52	47	90.3846
MOL.1571	0.33966	0.86381	115	17	14.7826
MOL.1572	0.31024	0.93622	107	0	0.0000
MOL.1579	0.32247	0.76719	132	124	93.9394
MOL.1581	0.32300	0.92121	76	0	0.0000
MOL.1583	0.43495	1.10788	41	0	0.0000
MOL.1584	0.31685	1.23636	31	0	0.0000
MOL.1586	0.31151	1.05785	238	0	0.0000
MOL.1587	0.32668	0.78356	116	85	73.2759
MOL.1590	0.30701	0.87685	102	101	99.0196
MOL.1592	0.36112	0.86763	143	0	0.0000
MOL.1595	0.33756	0.82153	153	0	0.0000
MOL.1596	0.32063	0.96247	1421	0	0.0000
MOL.1597	0.31205	0.97766	1292	0	0.0000
MOL.1601	0.34108	0.72351	81	68	83.9506
MOL.1604	0.31959	1.01437	2802	0	0.0000
MOL.1610	0.32808	0.74915	219	204	93.1507
MOL.1611	0.31925	0.94023	96	67	69.7917
MOL.1612	0.33122	0.76100	355	302	85.0704
MOL.1614	0.36282	0.69755	38	35	92.1053
MOL.1615	0.31723	0.64748	28	17	60.7143
MOL.1618	0.32600	1.14574	158	129	81.6456
