gene	gc	cpg_oe	n_cpg	n_conf	pct_conf
gene_MP001597	0.31492	1.17175	2020	0	0.0000
gene_MP001601	0.51106	1.12601	93	0	0.0000
gene_MP001606	0.32113	1.29672	191	0	0.0000
gene_MP001630	0.52692	1.33163	48	0	0.0000
gene_MP001634	0.32562	1.34785	542	0	0.0000
gene_MP001637	0.39158	1.35664	58	31	53.4483
gene_MP001649	0.40896	1.13779	163	145	88.9571
gene_MP001650	0.33669	1.09631	181	137	75.6906
gene_MP001651	0.45337	1.10484	70	70	100.0000
gene_MP001652	0.35097	1.19230	34	18	52.9412
gene_MP001653	0.35055	1.00539	25	15	60.0000
gene_MP001670	0.40769	1.24971	163	117	71.7791
gene_MP001725	0.31627	1.24531	20	17	85.0000
gene_MP001727	0.32643	1.03807	98	91	92.8571
gene_MP001728	0.60000	1.33862	52	0	0.0000
gene_MP001729	0.60860	1.02556	44	0	0.0000
gene_MP001731	0.40826	1.24571	54	29	53.7037
gene_MP001732	0.36654	0.87541	46	27	58.6957
gene_MP001734	0.35223	0.92919	31	26	83.8710
gene_MP001736	0.38927	1.11612	37	37	100.0000
gene_MP001746	0.30901	0.68215	37	35	94.5946
gene_MP001758	0.51117	1.76490	1151	0	0.0000
gene_MP001766	0.34192	1.11358	65	30	46.1538
gene_MP001771	0.36686	1.16937	278	73	26.2590
gene_MP001834	0.28883	0.86285	212	158	74.5283
gene_MP001844	0.36417	1.61691	4063	12	0.2953
gene_MP001845	0.36247	0.99311	246	185	75.2033
gene_MP001848	0.29722	0.58835	23	0	0.0000
gene_MP001857	0.33433	1.11460	62	38	61.2903
gene_MP001869	0.31033	0.95676	25	22	88.0000
gene_MP001884	0.38316	1.64496	70	59	84.2857
gene_MP001886	0.30999	1.06921	65	0	0.0000
gene_MP001890	0.33503	1.32827	88	83	94.3182
gene_MP001898	0.37098	1.09466	54	40	74.0741
gene_MP001904	0.32508	1.16998	91	19	20.8791
gene_MP001908	0.34315	1.12788	206	183	88.8350
gene_MP001909	0.32756	1.10694	188	171	90.9574
gene_MP001910	0.34100	1.25940	339	306	90.2655
gene_MP001913	0.34617	1.08007	63	35	55.5556
gene_MP001914	0.31331	1.21585	40	27	67.5000
gene_MP001919	0.36660	1.06760	153	110	71.8954
gene_MP001928	0.29754	0.92053	81	62	76.5432
gene_MP001931	0.32453	1.30579	26	26	100.0000
gene_MP001936	0.34643	1.27225	32	7	21.8750
gene_MP001938	0.35111	1.54417	1722	0	0.0000
gene_MP001947	0.35216	1.45499	269	200	74.3494
gene_MP001960	0.35120	1.14113	147	129	87.7551
gene_MP001961	0.32758	1.17702	384	2	0.5208
gene_MP001963	0.37516	1.05615	87	0	0.0000
gene_MP001969	0.33260	1.39750	2843	0	0.0000
gene_MP001980	0.36549	1.18280	269	211	78.4387
gene_MP001985	0.30712	1.25193	268	239	89.1791
gene_MP001991	0.32101	1.02836	60	56	93.3333
gene_MP002002	0.30238	0.85699	34	28	82.3529
gene_MP002004	0.33297	1.03486	156	144	92.3077
gene_MP002006	0.35975	1.16774	30	30	100.0000
gene_MP002007	0.34229	0.86399	97	92	94.8454
gene_MP002012	0.31435	0.99145	217	184	84.7926
gene_MP002016	0.33299	0.96367	287	215	74.9129
gene_MP002017	0.30560	1.02150	110	74	67.2727
gene_MP002041	0.34848	1.01403	418	389	93.0622
gene_MP002046	0.27759	1.18429	27	11	40.7407
gene_MP002047	0.33839	1.21605	160	94	58.7500
gene_MP002066	0.32456	0.97719	68	32	47.0588
gene_MP002077	0.27132	1.71797	53	12	22.6415
gene_MP002083	0.34208	1.22121	286	138	48.2517
gene_MP002086	0.34916	1.00743	280	186	66.4286
gene_MP002094	0.32409	1.05620	381	235	61.6798
gene_MP002097	0.32475	0.82618	44	26	59.0909
gene_MP002098	0.35825	1.15107	2583	1872	72.4739
gene_MP002101	0.32765	1.14437	200	113	56.5000
gene_MP002107	0.69425	1.20240	127	0	0.0000
gene_MP002122	0.36084	0.98056	109	77	70.6422
gene_MP002127	0.31125	1.19777	94	65	69.1489
gene_MP002169	0.30990	0.87170	72	58	80.5556
gene_MP002174	0.33180	1.16342	292	272	93.1507
gene_MP002177	0.30452	0.65402	22	21	95.4545
gene_MP002183	0.37716	1.65866	276	194	70.2899
gene_MP002187	0.33172	1.04369	20	16	80.0000
gene_MP002213	0.34952	0.84764	73	62	84.9315
gene_MP002219	0.30807	0.94727	82	37	45.1220
gene_MP002222	0.41232	1.12732	163	4	2.4540
gene_MP002224	0.34456	1.13720	394	0	0.0000
gene_MP002230	0.34259	1.06271	129	1	0.7752
gene_MP002236	0.54035	1.13976	71	37	52.1127
gene_MP002244	0.42995	1.46851	63	23	36.5079
gene_MP002246	0.32004	1.37436	62	58	93.5484
gene_MP002260	0.34396	0.91471	110	103	93.6364
gene_MP002267	0.51724	1.49340	78	24	30.7692
gene_MP002275	0.30331	1.36000	34	31	91.1765
gene_MP002277	0.40058	1.47097	20	20	100.0000
gene_MP002285	0.69619	1.40246	44	0	0.0000
gene_MP002300	0.35326	0.91238	88	88	100.0000
gene_MP002312	0.33019	1.38276	990	97	9.7980
gene_MP002315	0.38841	2.08022	81	81	100.0000
gene_MP002329	0.32754	0.90489	113	86	76.1062
gene_MP002333	0.33572	1.35283	234	186	79.4872
gene_MP002337	0.33900	1.04824	519	0	0.0000
gene_MP002354	0.36998	1.43628	79	67	84.8101
gene_MP002366	0.32702	1.16493	1183	330	27.8952
gene_MP002374	0.33910	1.09196	65	55	84.6154
gene_MP002389	0.32108	0.90066	37	27	72.9730
gene_MP002411	0.33406	1.16714	285	222	77.8947
gene_MP002422	0.34817	1.11043	173	166	95.9538
gene_MP002424	0.35068	1.06634	211	194	91.9431
gene_MP002436	0.34129	1.22438	891	0	0.0000
gene_MP002451	0.34834	1.49956	1381	0	0.0000
gene_MP002456	0.41379	1.53488	22	13	59.0909
gene_MP002465	0.37156	1.06180	210	203	96.6667
gene_MP002468	0.32795	0.96655	48	46	95.8333
gene_MP002469	0.32744	1.42618	58	37	63.7931
gene_MP002472	0.32941	1.22955	2537	0	0.0000
gene_MP002491	0.53502	1.56431	362	281	77.6243
gene_MP002500	0.32128	1.09545	193	138	71.5026
gene_MP002502	0.36237	1.06419	30	30	100.0000
gene_MP002508	0.34762	1.07812	101	88	87.1287
gene_MP002525	0.32005	1.27445	83	0	0.0000
gene_MP002537	0.30975	1.22627	96	76	79.1667
gene_MP002564	0.48824	1.22073	37	34	91.8919
gene_MP002566	0.32097	1.20758	210	156	74.2857
gene_MP002569	0.34146	1.32948	1517	0	0.0000
gene_MP002576	0.31138	1.08401	47	22	46.8085
gene_MP002578	0.32148	1.02252	92	75	81.5217
gene_MP002587	0.34584	1.10702	26	14	53.8462
gene_MP002589	0.32686	1.24551	132	123	93.1818
gene_MP002597	0.41103	1.14076	62	38	61.2903
gene_MP002598	0.33094	1.26925	1069	40	3.7418
gene_MP002604	0.48177	1.46286	32	22	68.7500
gene_MP002614	0.33232	1.02538	65	40	61.5385
gene_MP002617	0.33852	1.65101	29	27	93.1034
gene_MP002673	0.34305	1.52597	117	102	87.1795
gene_MP002679	0.34504	0.86066	52	41	78.8462
gene_MP002692	0.36824	1.21475	154	125	81.1688
gene_MP002693	0.35465	1.22847	392	76	19.3878
gene_MP002734	0.34685	1.17795	55	36	65.4545
gene_MP002736	0.33497	0.86672	163	132	80.9816
gene_MP002741	0.53363	0.95247	46	0	0.0000
gene_MP002751	0.35694	1.09972	368	323	87.7717
gene_MP002763	0.31739	1.02856	56	46	82.1429
gene_MP002794	0.64972	1.26926	93	0	0.0000
gene_MP002827	0.38007	0.94906	228	178	78.0702
gene_MP002833	0.34991	1.13056	286	273	95.4545
gene_MP002839	0.34398	1.05873	589	462	78.4380
gene_MP002848	0.33202	0.83397	29	16	55.1724
gene_MP002851	0.35633	1.04726	91	56	61.5385
gene_MP002853	0.38265	1.58056	5125	0	0.0000
gene_MP002858	0.38451	1.29722	33	17	51.5152
gene_MP002872	0.39186	1.33448	80	74	92.5000
gene_MP002878	0.35670	1.01275	130	105	80.7692
gene_MP002881	0.32653	1.39673	34	23	67.6471
gene_MP002882	0.34358	1.20657	275	0	0.0000
gene_MP002886	0.33395	0.97700	59	50	84.7458
gene_MP002908	0.35362	1.22639	90	85	94.4444
gene_MP002910	0.33036	1.19526	219	191	87.2146
gene_MP002932	0.54556	1.11678	71	31	43.6620
gene_MP002945	0.64382	1.17471	181	93	51.3812
gene_MP002946	0.33333	1.18937	25	14	56.0000
gene_MP002954	0.33697	1.06832	86	74	86.0465
gene_MP002965	0.35757	1.09596	188	154	81.9149
gene_MP002974	0.37668	1.17912	171	121	70.7602
gene_MP002978	0.31372	1.20979	64	24	37.5000
gene_MP002986	0.34667	1.13619	174	0	0.0000
gene_MP002995	0.30720	0.86739	59	31	52.5424
gene_MP002997	0.30055	1.14758	117	37	31.6239
gene_MP003051	0.57274	1.21387	85	36	42.3529
gene_MP003055	0.34739	1.19514	91	54	59.3407
gene_MP003106	0.31582	1.09537	21	0	0.0000
gene_MP003125	0.37366	1.10823	249	238	95.5823
gene_MP003131	0.32320	1.14610	308	0	0.0000
gene_MP003136	0.33401	1.41643	71	0	0.0000
gene_MP003137	0.26056	1.39464	33	27	81.8182
gene_MP003142	0.31960	0.72727	26	0	0.0000
gene_MP003150	0.37631	1.32528	183	181	98.9071
gene_MP003169	0.36014	1.06217	68	47	69.1176
gene_MP003181	0.32404	1.07902	58	49	84.4828
gene_MP003186	0.34087	1.02744	277	178	64.2599
gene_MP003192	0.34043	0.77652	20	10	50.0000
gene_MP003202	0.31230	0.97389	102	52	50.9804
gene_MP003204	0.33592	1.17163	76	0	0.0000
gene_MP003219	0.33193	1.31920	303	256	84.4884
gene_MP003224	0.31894	1.26372	923	0	0.0000
gene_MP003226	0.31395	1.06689	127	121	95.2756
gene_MP003247	0.32694	1.19848	327	4	1.2232
gene_MP003248	0.30926	1.13314	138	0	0.0000
gene_MP003256	0.41889	1.17608	224	0	0.0000
gene_MP003261	0.32159	1.16986	579	167	28.8428
gene_MP003277	0.35989	1.11836	157	119	75.7962
gene_MP003303	0.32803	1.07895	65	0	0.0000
gene_MP003309	0.36332	0.97326	131	119	90.8397
gene_MP003341	0.40054	1.68737	99	85	85.8586
gene_MP003348	0.38060	1.54794	45	42	93.3333
gene_MP003362	0.31799	1.06415	267	206	77.1536
gene_MP003363	0.36173	1.27652	1057	271	25.6386
gene_MP003369	0.37375	1.37380	142	80	56.3380
gene_MP003371	0.34598	1.28923	260	232	89.2308
gene_MP003373	0.38756	1.29327	21	21	100.0000
gene_MP003378	0.32186	1.75622	51	36	70.5882
gene_MP003382	0.33885	1.26070	297	238	80.1347
gene_MP003389	0.26959	1.43425	33	31	93.9394
gene_MP003399	0.31925	1.15911	61	41	67.2131
gene_MP003404	0.45652	1.77398	89	83	93.2584
gene_MP003416	0.34797	1.39401	2914	23	0.7893
gene_MP003424	0.35413	1.22856	313	268	85.6230
gene_MP003425	0.47119	1.70037	1695	0	0.0000
gene_MP003431	0.45473	1.41299	71	32	45.0704
gene_MP003432	0.37561	1.22302	62	62	100.0000
gene_MP003435	0.29585	1.27845	78	0	0.0000
gene_MP003436	0.34771	1.20397	27	19	70.3704
gene_MP003439	0.32774	1.03414	52	31	59.6154
gene_MP003442	0.35180	1.35615	1561	0	0.0000
gene_MP003459	0.34652	1.37021	1378	0	0.0000
gene_MP003467	0.29048	0.96936	27	24	88.8889
gene_MP003471	0.33777	1.30866	4012	5	0.1246
gene_MP003473	0.44891	1.06542	32	4	12.5000
gene_MP003493	0.34797	1.39401	339	296	87.3156
gene_MP003494	0.28321	0.84656	37	24	64.8649
gene_MP003507	0.36648	1.28387	78	69	88.4615
gene_MP003514	0.59318	1.27000	42	9	21.4286
gene_MP003527	0.34982	1.06356	110	105	95.4545
gene_MP003532	0.30126	1.18207	53	29	54.7170
gene_MP003533	0.35392	1.07398	208	122	58.6538
gene_MP003570	0.33073	1.20368	674	0	0.0000
gene_MP003588	0.72638	1.28411	156	66	42.3077
gene_MP003595	0.31957	1.19544	187	134	71.6578
gene_MP003602	0.38756	1.29327	46	46	100.0000
gene_MP003610	0.37924	1.27922	202	0	0.0000
gene_MP003611	0.41369	1.23510	37	0	0.0000
gene_MP003614	0.33956	1.30506	858	218	25.4079
gene_MP003628	0.34026	1.03102	53	36	67.9245
gene_MP003629	0.35381	1.30164	356	213	59.8315
gene_MP003641	0.34935	1.40653	774	0	0.0000
gene_MP003650	0.35123	1.08387	128	102	79.6875
gene_MP003652	0.34107	1.21893	24	13	54.1667
gene_MP003667	0.35626	1.37854	124	97	78.2258
gene_MP003669	0.51896	1.28839	93	0	0.0000
gene_MP003691	0.37975	1.07403	283	274	96.8198
gene_MP003706	0.30727	0.86331	185	143	77.2973
gene_MP003713	0.33913	1.37164	2933	98	3.3413
gene_MP003725	0.34656	1.21666	224	194	86.6071
gene_MP003734	0.28614	0.80968	22	16	72.7273
gene_MP003749	0.31531	0.81489	125	100	80.0000
gene_MP003750	0.30862	1.16977	161	145	90.0621
gene_MP003751	0.35262	1.15434	214	202	94.3925
gene_MP003754	0.38880	1.32988	119	75	63.0252
gene_MP003759	0.34443	1.79537	32	15	46.8750
gene_MP003766	0.34344	1.33635	364	349	95.8791
gene_MP003775	0.40731	1.36689	904	139	15.3761
gene_MP003780	0.33180	1.10080	106	73	68.8679
gene_MP003804	0.30063	0.84882	24	18	75.0000
gene_MP003808	0.43049	1.22693	38	3	7.8947
gene_MP003817	0.38756	1.29327	203	186	91.6256
gene_MP003827	0.34717	1.11283	83	57	68.6747
gene_MP003833	0.40196	1.52321	137	0	0.0000
gene_MP003838	0.28889	1.05720	107	92	85.9813
gene_MP003849	0.34918	1.33302	72	25	34.7222
gene_MP003864	0.39762	1.28230	149	124	83.2215
gene_MP003890	0.30924	0.93587	42	31	73.8095
gene_MP003894	0.34642	1.49416	1849	0	0.0000
gene_MP003901	0.32143	1.17413	163	0	0.0000
gene_MP003906	0.32766	0.99171	228	175	76.7544
gene_MP003907	0.41526	1.90482	147	89	60.5442
gene_MP003908	0.30805	1.31503	81	0	0.0000
gene_MP003910	0.34781	1.07839	246	165	67.0732
gene_MP003912	0.38192	1.34373	52	37	71.1538
gene_MP003916	0.36485	1.09378	163	144	88.3436
gene_MP003918	0.33920	1.41730	1374	0	0.0000
gene_MP003947	0.59350	0.98531	32	7	21.8750
gene_MP003952	0.30932	1.02848	154	134	87.0130
gene_MP003966	0.35326	1.12663	294	248	84.3537
gene_MP003975	0.30547	1.10272	40	19	47.5000
gene_MP003991	0.30102	1.23982	44	25	56.8182
gene_MP003994	0.43154	1.16027	93	67	72.0430
gene_MP003996	0.29424	1.04503	42	35	83.3333
gene_MP004040	0.65486	1.38728	113	33	29.2035
gene_MP004044	0.54000	0.97561	32	13	40.6250
gene_MP004057	0.35952	1.05210	214	203	94.8598
gene_MP004065	0.35145	0.93260	98	70	71.4286
gene_MP004070	0.52694	0.97492	80	0	0.0000
gene_MP004072	0.42968	1.66431	148	109	73.6486
gene_MP004086	0.36513	1.20393	81	60	74.0741
gene_MP004107	0.58674	1.04213	46	5	10.8696
gene_MP004109	0.31399	1.17903	39	36	92.3077
gene_MP004117	0.34221	1.15840	126	104	82.5397
gene_MP004119	0.30906	0.93609	114	95	83.3333
gene_MP004131	0.30745	1.09402	107	78	72.8972
gene_MP004146	0.34479	1.28980	493	342	69.3712
gene_MP004167	0.33080	1.36671	305	0	0.0000
gene_MP004184	0.33870	1.08170	386	110	28.4974
gene_MP004200	0.28945	1.11467	90	0	0.0000
gene_MP004244	0.36433	1.03450	516	289	56.0078
gene_MP004260	0.30169	1.26154	334	0	0.0000
gene_MP004273	0.31969	1.00190	105	85	80.9524
gene_MP004305	0.32131	1.15084	123	0	0.0000
gene_MP004331	0.36758	1.04965	88	76	86.3636
gene_MP004367	0.33095	1.04067	361	271	75.0693
gene_MP004374	0.34036	1.10770	30	25	83.3333
gene_MP004385	0.30324	1.43546	115	0	0.0000
gene_MP004390	0.34773	1.03701	323	309	95.6656
gene_MP004391	0.37723	1.01247	355	315	88.7324
gene_MP004397	0.35269	1.22466	652	575	88.1902
gene_MP004405	0.30925	0.81712	25	22	88.0000
gene_MP004406	0.34528	1.13494	167	135	80.8383
gene_MP004413	0.32899	1.31328	1815	152	8.3747
gene_MP004430	0.34042	1.21799	82	53	64.6341
gene_MP004443	0.32390	1.25495	4164	0	0.0000
gene_MP004467	0.42942	1.73268	109	54	49.5413
gene_MP004474	0.31383	0.92270	65	55	84.6154
gene_MP004476	0.30924	1.14926	499	431	86.3727
gene_MP004482	0.33412	1.34787	2321	241	10.3835
gene_MP004483	0.33652	1.27351	1363	59	4.3287
gene_MP004488	0.31872	1.41345	545	0	0.0000
gene_MP004510	0.31501	1.07405	206	174	84.4660
gene_MP004531	0.35196	1.24525	426	330	77.4648
gene_MP004552	0.26822	1.06813	70	0	0.0000
gene_MP004557	0.30494	0.95369	127	89	70.0787
gene_MP004559	0.36635	0.83735	54	54	100.0000
gene_MP004562	0.33511	1.42531	1436	0	0.0000
gene_MP004569	0.31611	0.99516	92	70	76.0870
gene_MP004572	0.31539	1.31598	1019	55	5.3974
gene_MP004577	0.35675	1.56898	327	0	0.0000
gene_MP004587	0.35349	1.48233	170	130	76.4706
gene_MP004590	0.36333	0.88825	150	134	89.3333
gene_MP004592	0.31751	1.15781	437	224	51.2586
gene_MP004598	0.34183	1.43991	1456	0	0.0000
gene_MP004603	0.31126	1.09597	419	336	80.1909
gene_MP004609	0.31113	0.77224	37	25	67.5676
gene_MP004610	0.30913	1.26857	89	64	71.9101
gene_MP004630	0.33720	1.21886	170	0	0.0000
gene_MP004653	0.32569	1.29715	117	112	95.7265
gene_MP004659	0.34103	1.48443	71	43	60.5634
gene_MP004667	0.32605	1.34240	2057	0	0.0000
gene_MP004674	0.31372	1.10180	769	53	6.8921
gene_MP004677	0.42127	1.78569	1186	39	3.2884
gene_MP004678	0.38398	1.35813	90	80	88.8889
gene_MP004682	0.38451	1.44527	75	66	88.0000
gene_MP004686	0.30588	1.10199	64	47	73.4375
gene_MP004693	0.33643	1.19348	301	0	0.0000
gene_MP004701	0.35276	1.03861	194	168	86.5979
gene_MP004735	0.34353	1.31224	3707	334	9.0100
gene_MP004770	0.32605	1.34240	2058	60	2.9155
gene_MP004792	0.36874	1.04311	103	99	96.1165
gene_MP004800	0.34057	1.05213	36	36	100.0000
gene_MP004845	0.40897	0.76307	116	97	83.6207
gene_MP004881	0.57132	1.31091	273	0	0.0000
gene_MP004889	0.34411	1.22841	84	84	100.0000
gene_MP004890	0.34015	1.32027	894	212	23.7136
gene_MP004937	0.47439	0.76737	38	0	0.0000
gene_MP004969	0.31283	1.21634	74	55	74.3243
gene_MP004970	0.33558	1.28881	3209	0	0.0000
gene_MP005058	0.35314	1.18173	55	0	0.0000
gene_MP005075	0.33396	1.30229	772	73	9.4560
gene_MP005082	0.30132	1.03155	166	96	57.8313
gene_MP005085	0.31068	1.35563	489	419	85.6851
gene_MP005098	0.33904	1.27139	898	652	72.6058
gene_MP005127	0.32545	1.15144	221	136	61.5385
gene_MP005134	0.33737	1.00510	317	67	21.1356
gene_MP005140	0.29682	1.08569	64	42	65.6250
gene_MP005144	0.29043	1.16865	23	9	39.1304
gene_MP005189	0.32175	0.86894	153	135	88.2353
gene_MP005191	0.32177	1.23385	797	275	34.5044
gene_MP005232	0.32552	1.39376	307	0	0.0000
gene_MP005259	0.33810	1.11132	202	176	87.1287
gene_MP005261	0.33918	1.34359	3455	0	0.0000
gene_MP005265	0.34457	1.14610	463	16	3.4557
gene_MP005266	0.33522	1.39649	999	0	0.0000
gene_MP005278	0.27419	0.94429	44	44	100.0000
gene_MP005300	0.36275	1.03736	210	203	96.6667
gene_MP005334	0.31477	1.31849	1420	0	0.0000
gene_MP005345	0.33343	1.24958	118	110	93.2203
gene_MP005388	0.31579	1.08652	351	85	24.2165
gene_MP005394	0.34162	1.35138	375	49	13.0667
gene_MP005411	0.33138	1.38880	892	31	3.4753
gene_MP005437	0.33823	1.30021	58	46	79.3103
gene_MP005465	0.28491	1.21989	205	121	59.0244
gene_MP005486	0.35059	1.23109	48	23	47.9167
gene_MP005489	0.36490	1.57733	2510	140	5.5777
gene_MP005520	0.34256	1.46547	750	265	35.3333
gene_MP005523	0.31276	1.55193	281	262	93.2384
gene_MP005574	0.40906	1.06246	135	24	17.7778
gene_MP005582	0.33960	0.94902	144	0	0.0000
gene_MP005603	0.33552	0.97742	481	345	71.7256
gene_MP005618	0.34561	1.38743	150	140	93.3333
gene_MP005669	0.31380	0.93743	271	221	81.5498
gene_MP005688	0.33857	1.26019	195	142	72.8205
gene_MP005693	0.46256	1.57639	58	26	44.8276
gene_MP005706	0.40595	1.81361	235	235	100.0000
gene_MP005711	0.33653	1.35189	220	187	85.0000
gene_MP005733	0.32688	1.19640	423	406	95.9811
gene_MP005735	0.32449	1.34263	424	103	24.2925
gene_MP005738	0.67831	1.38919	152	50	32.8947
gene_MP005766	0.33752	1.26284	143	118	82.5175
gene_MP005779	0.36950	1.11988	199	169	84.9246
gene_MP005782	0.33333	0.76228	20	20	100.0000
gene_MP005794	0.33522	1.39649	1876	256	13.6461
gene_MP005797	0.31260	1.01753	85	62	72.9412
gene_MP005798	0.33524	1.08692	139	123	88.4892
gene_MP005801	0.33488	1.14519	34	30	88.2353
gene_MP005807	0.33641	1.34978	598	403	67.3913
gene_MP005877	0.32488	1.10160	304	157	51.6447
gene_MP005884	0.34181	0.96249	86	78	90.6977
gene_MP005923	0.34968	1.24934	1310	198	15.1145
gene_MP005927	0.33807	1.37944	1878	36	1.9169
gene_MP005930	0.33665	1.35349	686	51	7.4344
gene_MP005932	0.34043	0.97563	203	190	93.5961
gene_MP005936	0.32300	0.88839	41	0	0.0000
